mask_area,fill_ratio,n_components,largest_component_area,largest_component_ratio,mean_component_area,std_component_area,median_component_area,skeleton_length,n_endpoints,n_junctions,endpoint_density,junction_density,branch_density,n_segments,mean_segment_length,median_segment_length,max_segment_length,std_segment_length,mean_tortuosity,median_tortuosity,max_tortuosity,orientation_mean_deg,orientation_std_deg,mean_thickness,median_thickness,max_thickness,std_thickness,group,condition,image_name
623556,0.19900045955882353,190,271489.0,0.4353883211772479,3281.8736842105263,20253.253154281483,491.0,48932,1049,3653,0.00033477583741830066,0.001165811376633987,0.015616064133986928,2102,21.405803996194102,15.0,266.0,21.506453008886155,1.0198701018601197,0.9729566383646457,2.0,83.0709734816445,49.10883303868061,12.928290151194819,10.770329614269007,74.88658090739622,8.352244743727342,N3 y N4,HPMC,Image143.tif
628591,0.200607319750817,147,492747.0,0.783891274294414,4276.1292517006805,40457.79046247759,411.0,53040,969,3746,0.00030924479166666665,0.0011954912173202615,0.016927083333333332,2149,22.803164262447652,16.0,220.0,22.080858834935004,0.9840268605065411,0.9869205685837517,1.5031930369950364,88.31724223622592,51.97574364529595,11.901609784130889,10.0,81.60882305241266,7.59646032262117,N3 y N4,HPMC,Image140.tif
607557,0.19389456954656864,206,116385.0,0.19156227316943103,2949.3058252427186,10810.680537691616,483.5,52558,1176,3855,0.00037530637254901963,0.0012302772671568627,0.01677325878267974,2242,21.56958073148974,15.0,214.0,20.938822206173676,1.0089918287780149,0.997424875583555,1.5,100.73006962481243,51.07788477437482,10.77352229946924,10.0,56.0357029044876,5.641295212007508,N3 y N4,HPMC,Image48.tif
631696,0.20159824346405228,162,396594.0,0.6278241432587827,3899.358024691358,31149.54090671288,425.5,51933,1057,3732,0.00033732894199346405,0.0011910232843137256,0.0165737974877451,2135,22.442622950819672,16.0,268.0,22.56721131144472,1.0423160217848486,0.9995120760870788,2.0,83.80811138012945,51.57329042103003,12.239842399368298,10.0,68.41052550594829,8.01873652981756,N3 y N4,HPMC,Image137.tif
610923,0.19496878829656863,237,70321.0,0.11510615904131945,2577.73417721519,7866.284744426247,523.0,51256,1162,3607,0.00037083843954248364,0.0011511310253267974,0.016357741013071896,2111,22.41781146376125,16.0,238.0,22.37469439903048,0.9771875659302747,0.9893999796062456,1.2649110640673518,89.64631858862452,46.2073173966383,11.046808643903328,10.0,39.293765408777,5.620164485658195,N3 y N4,HPMC,Image45.tif
610999,0.19499304279003268,192,250994.0,0.41079281635485493,3182.2864583333335,20300.46903851156,461.0,49802,1115,3844,0.0003558389501633987,0.001226766748366013,0.01589371425653595,2192,20.81979927007299,16.0,185.0,19.15166871471642,0.9679267990976503,0.9847982464479191,1.1111111111111112,95.07150887280935,42.880465153130736,12.16815947859676,10.0,55.46169849544819,7.540474083721195,N3 y N4,HPMC,Image42.tif
611678,0.19520973754084966,238,72312.0,0.11821906297104032,2570.075630252101,7194.847729550843,570.5,36363,1049,2732,0.00033477583741830066,0.0008718852124183007,0.011604817708333333,1697,19.674130819092515,15.0,140.0,18.33301574533697,1.072450471194454,1.0196622927890098,3.3529411764705883,94.20282814154017,54.33056052540489,16.210822686740112,14.0,83.73768566183328,10.21369875467867,N1 y N2,CTRL,Image11.tif
615747,0.19650831035539215,215,126299.0,0.20511508785264077,2863.939534883721,10678.55126490828,600.0,36737,1000,2731,0.00031913807189542484,0.0008715660743464053,0.011724175347222223,1691,19.967474866942638,14.0,253.0,20.77515021415885,1.0353281884000372,1.0086167222030837,2.0,76.16868008450467,48.109520938672794,16.619956344681754,13.416407864998739,96.1041102138717,11.321493395708034,N1 y N2,CTRL,Image8.tif
622016,0.19850898692810456,199,136781.0,0.21989948811606133,3125.708542713568,12824.703776315011,557.0,40255,1135,3518,0.0003622217116013072,0.0011227277369281045,0.012846903084150327,2101,17.34888148500714,13.0,161.0,15.562945378635623,1.0951494606544023,1.0087881972209973,3.8169836470503395,96.9976725719432,43.77555154391641,15.935451519251162,13.416407864998739,65.14598989960932,9.761871037458528,N1 y N2,CTRL,Image98.tif
620856,0.1981387867647059,221,146301.0,0.23564401407089566,2809.3031674208146,11757.79233685458,581.0,37811,1102,3222,0.00035169015522875817,0.0010282628676470589,0.012066929636437908,1939,17.69417225373904,13.0,115.0,15.602191766040926,1.0362170415116991,1.0191493777666616,1.414213562373095,84.01837640114431,49.33723164692141,16.96246629490653,14.0,82.02438661763951,11.129413797369274,N1 y N2,CTRL,Image107.tif
621371,0.19830314287173204,175,105392.0,0.16961203532189303,3550.691428571429,12278.464942058314,587.0,33655,928,2702,0.0002961601307189542,0.0008623110702614379,0.010740591809640522,1656,18.567632850241544,13.0,128.0,16.923535499915253,1.00994748615954,1.0101485816078168,1.349838529950713,97.81460003526489,45.102477073239626,19.038625565230085,16.1245154965971,86.92525524840292,12.083915155777682,N1 y N2,CTRL,Image2.tif
616991,0.19690531811683007,193,131052.0,0.21240504318539494,3196.8445595854923,11347.608020148875,614.0,36336,960,2681,0.00030637254901960784,0.000855609170751634,0.011596200980392157,1660,20.148795180722892,14.0,183.0,20.126082214266106,1.0140818178031654,1.0113424281183216,1.5,103.84262722109317,59.260080247359284,17.204182859144087,14.142135623730951,93.05912099305473,11.891462868581698,N1 y N2,CTRL,Image104.tif
628119,0.20045668658088237,174,183739.0,0.2925225952407108,3609.8793103448274,17473.204642364253,580.5,37188,949,3149,0.0003028620302287582,0.0010049657883986927,0.011868106617647058,1854,18.220064724919094,14.0,210.0,17.39989419539421,1.0238539695552045,1.0181689423750941,1.414213562373095,88.15053760432212,50.69016955629839,17.916058634112485,14.560219778561036,112.64102272262978,11.753065942828488,N1 y N2,CTRL,Image101.tif
626930,0.2000772314133987,177,175268.0,0.27956550173065575,3541.9774011299437,13970.684167659207,606.0,34557,984,2921,0.00031403186274509806,0.000932202308006536,0.011028454350490196,1757,17.871940808195788,14.0,142.0,15.350731429644249,1.0535693986974537,1.0191294551824477,1.7765597044742527,91.80757118895475,49.73388735209663,19.127320036146212,16.1245154965971,86.37129152675674,12.200245013153427,N1 y N2,CTRL,Image5.tif
613325,0.19573535794526145,176,360156.0,0.5872188480821751,3484.8011363636365,27372.043780607593,448.5,48660,1026,3466,0.00032743566176470586,0.0011061325571895425,0.015529258578431373,2036,22.08104125736739,16.0,273.0,22.338391765220052,1.0135097488632796,0.9879973829081764,2.0,88.73330654235342,52.03227725582142,12.711744348216198,10.0,81.60882305241266,8.781905949581981,N1 y N2,HPMC,Image38.tif
623518,0.1989883323120915,134,385086.0,0.6176020579999294,4653.119402985075,33265.2114757002,600.5,39681,732,2380,0.000233609068627451,0.0007595486111111111,0.012663717830882352,1404,26.43874643874644,18.0,307.0,26.801365628791853,0.9700963198091315,0.979178947268569,1.1428571428571428,79.41773020394083,48.90506529089326,16.611358973899076,12.0,131.10301293257908,15.383460048316673,N1 y N2,HPMC,Image143.tif
621067,0.1982061248978758,179,361038.0,0.5813189237232054,3469.6480446927376,27001.039645908568,420.0,50032,1032,3586,0.00032935049019607845,0.0011444291258169935,0.015967116013071894,2078,22.20789220404235,16.0,276.0,22.05080089911744,0.9915946072716193,0.9993758451488052,1.3333333333333333,100.88872246648401,50.27791718590247,12.334470587481725,10.198039027185569,78.10249675906654,7.629163493749755,N1 y N2,HPMC,Image140.tif
616953,0.19689319087009804,198,253067.0,0.4101884584401081,3115.9242424242425,19445.162108960565,422.0,50222,1082,3530,0.0003453073937908497,0.0011265573937908496,0.016027752246732026,2093,22.16674629718108,16.0,200.0,21.451673545855506,0.9900141469310657,0.9844427442865956,1.4288461274353408,90.26660464790673,52.19474020944725,12.371798146884467,10.0,85.88364221433555,9.08345952990638,N1 y N2,HPMC,Image134.tif
620368,0.19798304738562092,167,412174.0,0.6644024192092436,3714.7784431137725,31813.485490005158,475.0,49859,1045,3877,0.00033349928513071896,0.001237298304738562,0.01591190512663399,2197,20.785616750113793,15.0,235.0,20.567705456198944,0.980756277670554,0.9838699100999074,1.1648704120729811,97.13906226262337,50.07635998525052,12.391069641622106,10.198039027185569,82.21921916437786,7.707428401487542,N1 y N2,HPMC,Image137.tif
606170,0.19345192504084968,159,286528.0,0.4726858801986242,3812.3899371069183,23635.88299450033,402.0,49468,1066,3880,0.00034020118464052286,0.0012382557189542483,0.015787122140522875,2236,20.24955277280859,15.0,180.0,19.482742576375237,0.9873539935506113,0.9817719423516801,2.0,88.99719842701273,53.57728115042626,12.309928994637565,10.198039027185569,62.0966987850401,7.65531439538933,N1 y N2,HPMC,Image44.tif
622278,0.19859260110294116,133,506142.0,0.8133695872262879,4678.7819548872185,43684.082100032516,367.0,48711,886,3330,0.00028275633169934643,0.0010627297794117646,0.015545534620098039,1957,23.05518650996423,16.0,232.0,23.315174527291887,0.9657464737908178,0.9696930071396392,1.2849882860305606,87.65769792010349,47.30695138874162,13.101537501077217,10.198039027185569,66.0,8.504347733807633,N1 y N2,HPMC,Image47.tif
606787,0.19364883323120916,208,318457.0,0.524825020971115,2917.2451923076924,22201.33539496416,448.5,49087,1086,3670,0.0003465839460784314,0.0011712367238562091,0.015665530535130718,2102,21.44719314938154,16.0,185.0,20.217344703259606,0.9715283686728199,0.9790829848750413,1.1389262596459142,77.38927901032531,50.64401156494974,12.414435854986223,10.0,77.25283166331187,8.495765528697085,N1 y N2,HPMC,Image41.tif
